boardType,title,content
버그 제보하기,이거 버그인가요,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황  2) 버전 (환경설정 > 정보 > 버전) 최신 3) 사용 중인 기기 환경(기기명, OS 버전) 4) 서버 명  퓨어 바닐라 5) 왕국 이름 jwrland 6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)  ?"
자유 게시판,달토끼는 퍼주는건가,저답지않게 1트만에 나왔어요 ?
질문 게시판,업데이트 어찌함?,플레이 버튼뿐임 ? 자급제폰이라서 그런지 원스토어 설치 안되있음 ? 갤럭시도 그냥 플레이 버튼 뿐임
자유 게시판,짜라라잔짠,세상에 실화야??? 와 ㅁㅊ.... 뭐야 이거ㅋㅋㅋㅋㅋ  링 모으기! 카오스 오오오 팅팅탱탱ㅋㅋㅋ 귀여워 달토끼ㅎ 그린 힐  데코 쩌네 노움아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 달토끼 데코 귀엽구먼ㅋ 아까 마법사 떠서 지금 분노 게이지가 차올랐는데 달토끼 나와서 진정
버그 제보하기,아이폰 12프로맥스인데 다운로드를 실패하네 와이라노,"? 게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황 10:28/업데이트 리소스 다운로드가 되지 않음 2) 버전 (환경설정 > 정보 > 버전)  3) 사용 중인 기기 환경(기기명, OS 버전) 아이폰12 프로맥스 4) 서버 명 퓨어바닐라 5) 왕국 이름 꿔꿔 6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)"
[퓨어바닐라] 친구 찾기,피로피로왕국 친추 ㄱ,피로피로왕국 친추 ㄱ
자유 게시판,역시 버그가 빠질 수 없는 데브~,토벌전 버그 개웃김 ㅋㅋㅋㅋㅋㅋㅋㅋ 용 피는 안깎이는데 기여도는 올라가냐
자유 게시판,보상 300개가 끝이야?ㅋㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭐야?
자유 게시판,달떡 이번에 걔 괜찮아요?,6000개남았는데 걔계속노려볼만해요? 이미하나는뽑음
자유 게시판,토벌전 잘 되심? 용 피가..,내 점수는 올랐는데  용 남은 체력이 그대로에요
자유 게시판,소닉 그린 힐,조건을 충족 할려면?
버그 제보하기,"던전, 아레나 종료가 안됩니다","게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황  //  2021.09.17  10:26 2) 버전 (환경설정 > 정보 > 버전)   //  3) 사용 중인 기기 환경(기기명, OS 버전)  //    4) 서버 명  // 퓨어바닐라 서버 5) 왕국 이름  // 쥰라이 6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)  ? 점검 후 소닉 맵, 아레나 등 던전 종료가 되지 않습니다.."
자유 게시판,홀베 더러워서 일단 안쓴다,성능 향상된거 체감 보고 생각해본다 250번까지 하나도 안나오냐ㅋㅋㅋㅋ 더러운 확률 ? 252번까지 안나오더라
자유 게시판,그러니까 길토 지금,솜방망이 펀치라는거임?
자유 게시판,"달토끼 총 6번 떴음,,",성능 좋았으면 좋겠다 ㅎㅎㅎ 커엽
자유 게시판,미췬 달톢이 개커여워,성우 누구임???? 너모 기여워ㅠㅜㅠㅠㅠ
버그 제보하기,길드전 용 체력안깎이고 횟수차감,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황  10시28분 길드전 용체력 안깎이고 횟수 차감됨. 2) 버전 (환경설정 > 정보 > 버전)  3) 사용 중인 기기 환경(기기명, OS 버전)  갤럭시A51 4) 서버 명 . 퓨어바닐라 5) 왕국 이름  룰루랄라ing 6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)"
자유 게시판,흠터...................,한국 성우들도 있으니 한국성우 쓸 줄 알았는데...........원어 성우네? 뭐 영어도 낯설진 않으니.......
버그 제보하기,토벌전 버그,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황  9/17 10시 25분~27분쯤 ? 2) 버전 (환경설정 > 정보 > 버전)  2.1.001 ? 3) 사용 중인 기기 환경(기기명, OS 버전)  아이폰11프로/IOS 14.7.1 ? 4) 서버 명  퓨어바닐라 서버 ? 5) 왕국 이름  ㅁㅁ킹덤ㅁㅁ ? 6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)  ? 토벌전에 두 번 참여했는데 케이크 드래곤 남은 체력이 30% 그대롭니다"
자유 게시판,다들업데이트하셨네,난또 이러고앉았고
자유 게시판,소닉ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,어릴때 많이 하긴했는데ㅋㅋ 너무 세대차이나는 캐릭아니냐고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
자유 게시판,귀여우어,넘 ㄱ여ㅕ
자유 게시판,라즈 ㅂㅂ,개이득인데? 라즈 해방이다
자유 게시판,으악 미친,열차 안 보내고 잣어
자유 게시판,업데이트 확인하고 한주 더 샀다,이벤트랑 꾸미기 푸짐한데 이정도면 콜라보 퀄리티 ㅅㅌㅊ 아님??
자유 게시판,너듀~ 떠ㄱ 조아해~?,이렇게 말하네  그나저나 한번에 나왓네
질문 게시판,길드 버그 같은데요?,용을 때리고 나서 보니까 기여도랑 토벌횟수는 바뀌는데    용 체력은 똑같은데요?
[퓨어바닐라] 길드 게시판,?? [길드원 모집 29/30] 서시 Lv. 46 / 상위 2% / 토벌 300만 이상 ??,? 길드 가입 문의 (카카오톡)  (가입 문의 목적으로 만들어진 톡방이에요) ? https://open.kakao.com/o/gPxrBwvd
자유 게시판,마법금고가 그린힐에서 링을 끌어당기진 못하네요 ㅠ,그냥 그렇다구요 슬라이드 타이밍 어려워 ㄷㄷ
[퓨어바닐라] 길드 게시판,??상위 1% 길드 [ROLEX] 에서 길드원 3명을 모집합니다.??,"? ? 이번 시즌에도 저희와 같이 상위 1% 같이 가실분 모집합니다~ 길드레벨은 46입니다~ ? ? #요약  ? - 오픈채팅 입장 필수 (토벌전 미참여 체크, 공략공유용) ? - 40단계 기준 피해량 300만 이상! ? - 가입문의 : 토벌전 덱구성 or 토벌전 피해량 캡쳐, 닉네임 댓글 남겨주세요~"
[퓨어바닐라] 길드 게시판,자유길드 [정답]에서 길드원구합니다,와서 오래오래 함께해요!! 자유가입이니 편하게 들어오셔서 토벌하고 하시면 됩니다 열정있는 쿠린이분들도 환영합니다~~~
자유 게시판,저도 추석선물 퓨바 얻었습니다ㅋㅋ,홀베계 계정인데ㅋㅋㅋㅋ 달토끼는 안나오고 퓨바가 떴네요...!!
자유 게시판,달토끼 원트 성공♥♥♥,토핑 뭐줘야하나 ㅠㅠ
자유 게시판,홀베 상향됐네,상향되어도 무과금은 딸크 쓰면 됨?
자유 게시판,리소스,아니 왜 지웠다 깔아도  계속 리서스 다운실패냐고요ㅠㅠㅠㅠㅠ
자유 게시판,원스토어 15퍼 쿠폰 등록 ㄱㄱ,KM6EXLMZXXCGG8L6V
자유 게시판,쿱혼,SAMSUNGCRKINGDOM
자유 게시판,부계에서라도 달토끼를 보고 말겠어,데브 딱 기다려 업뎃하고 온다
자유 게시판,귀엽지? 2번만에 뽑앗어 헤헤,
자유 게시판,이거 맘에든다,효과 중첩되면 숫자로 표시되는거
자유 게시판,킹덤 못하게 생겼네,왜 안되냐..지금까지 잘 됐었는데..........
자유 게시판,쿠키랑 보물운이 뒤바뀌었나...,고이고이 모아둔 3만 크리스탈 달토끼에 올인했는데 정가조차 못해서.. 너무 빡쳐서 마일리지 전부 보뽑티켓 100개로 바꿔서 속상한 상태로 돌리는데 무공비 3개 깃털 4개 .. ? 달토끼 못뽑아서 기분 우울했는데 보물이라도 잘떠서 다행이네요.. 오늘은 쿠키 운이랑 보물 운이랑 바뀌었나봐요ㅎㅠ
자유 게시판,나드 떠 조아행 홀리!!!,드디어주는구나 홀리돌리!!!! 나드 떠 좋아행
자유 게시판,뭐냐 이 저퀄은,?
자유 게시판,2만개만 써볼까?,그만하자(마법사 2 10)
질문 게시판,누구 집중적으로 키우는게 좋을까?,
자유 게시판,소닉뽑기,소닉뽑기라읽고 전광판이라 쓴다
자유 게시판,아니,13뽑 3에픽 3픽뚫 ? 정가 ? 개새끼야
자유 게시판,실시간 500컷,2076~2078
자유 게시판,이거 고쿠뽑인데..?,ㅓ...?
자유 게시판,7만원 컷,
자유 게시판,이벤트 그닥이네,기대했는데 기대이하임 ? 나는ㅇㅇ
[퓨어바닐라] 길드 게시판,"??4% 성인 여성 길드 <너굴>에서 길드원을 모집합니다(친목X, 투력 9만 이상)??","안녕하세요! 성인 여성 길드 너굴에서 새 길드원을 모집하고 있습니다!   길드 소개?? - 현재 25명, 42렙/토벌전 4%(오랜 기간 3% 이상을 유지해 왔고 2%까지 찍은 적 있음!) - 길드채팅을 통한 간단한 질문이나 정보 공유는 좋지만 오픈채팅을 통한 친목은 X, 솔플러 매우 환영 - 길드 컨텐츠(출석, 토벌전) 필수 - 혹시 3일 이상 접속하지 못하는 이유가 있으시다면 미리 길드채팅이나 오픈채팅으로 말해주세요! ?? ? 가입 방법?? 아래 오픈채팅에 본인 왕국 이름으로 들어와 주세요 전투력 사진을 보내주시면 성인 여성 인증 방법을 안내드립니다! (신분증+음성) ? 원하신다면 저도 바로 인증하겠습니다 길탈 제한 때문에 망설여지거나 당장 못 들어온다 하시는 분들도 옾챗부터 주시면 기다려 드립니다! 아직 투력 9만에 조금 못 미치지만 계속 성장할 거다 하시는 분들도 일단 옾챗 주세요~ 꾸준히 함께하실 길드원분들을 모십니다 ( ??? )  많은 신청 부탁드립니다! ? ??너굴?? https://open.kakao.com/o/sZen2u1c ? 링크가 안되시면 댓글에 있는 링크로 들어와 주세요!"
자유 게시판,이제 바요 조각 필요없는데…,이미 5성이니깐
자유 게시판,쿠키커터로 공짜로 뽑았다~!!,달토끼 2마리!!!! 진짜 넘 귀엽다ㅠㅠㅠㅠ 내가 떠 마니마니 줄게~~~
[홀리베리] 친구 찾기,동글동글비므 친추 기기!,닉넴 : 동글동글비므 선물 주고받아요!
버그 제보하기,토벌 용체력 안줄어듦,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황  패치직후 2) 버전 (환경설정 > 정보 > 버전) 최신 3) 사용 중인 기기 환경(기기명, OS 버전) 갤럭시S10+ 4) 서버 명  퓨어바닐라 5) 왕국 이름 환생 6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)  ? 용체력이 안줄어들고 기여도만 오릅니다."
자유 게시판,달떡 ㅈ1547ㄴ 안나오네,36000크탈써서 아몬드나옴
자유 게시판,용쿠덱 카운터,용샤바퓨정같은 용쿠덱에 카운터맞는 덱 있음? 방덱에 그덱은 안 해놓게
자유 게시판,확실히 버프되니까 스택이 다른듯,방어력 차이가 심하네ㄷㄷ
버그 제보하기,길드 버그요,"게임 이용 중 불편을 겪으셨다면 아래 항목에 맞게 기재하여 제보해 주세요.  즐거운 환경을 제공해드릴 수 있도록 노력하겠습니다.  ※ 빠른 제보와 확인을 위한 게시판으로, 모두 답변을 드리기 어려울 수 있다는 점에 양해를 부탁드립니다.  ※ 결제 번호, 쿠폰 번호 등 개인정보 확인이 필요한 사항은 공식카페에서 공개되지 않도록 유의 부탁드립니다.  ? 1) 발생 시간 / 상황  2) 버전 (환경설정 > 정보 > 버전)  3) 사용 중인 기기 환경(기기명, OS 버전)  4) 서버 명  5) 왕국 이름  6) 상세한 현상(스크린샷을 포함해 주시면 큰 도움이 됩니다)  ? 시간 10시 32분  서버 퓨바 섭 왕국 이름 데브가내린계정  ? 용 35단계 200만 조금넘는피 마무리했고 용죽어서 날아가는것까지 봤는데 나와보니 용체력은 그대로고 횟수는 날아감 빨리좀 고쳐주세요 ㄹㅇ"
자유 게시판,[업데이트 정보공유할 사람?],"주의사항 및 링크]- #친목금지#정보공유#쿠킹덤수다#질문가능(쿠킹덤관련) ? #대리왕꾸 받아요(신청은 갠톡으로) ? #들어온후 5분간 말없을시 강퇴입니다 ? #쿠킹덤에 진심이신분만 와주세요 ? #편하게 대화하시면 됩니다(질문은 언제나 환영 많은 쿠린이분들이 저희방에서 정보랑 팁 얻어서 성장하신분 많습니다 ㅎㅎ 대부분 고인물이 되었구요. 아레나도 in10랭커분들이 토핑공유해주셔서 다들 마찍은 하시고 계십니다 :) ? [킹덤 커뮤니티 센터] https://open.kakao.com/o/gwe04Ynd ? 대리왕꾸문의는 방장 갠톡으로 보내주세요 :) 정보는 방장 프로필 포스트와 공지봐주세요 :) 질문이 묻힌경우 방장 갠톡으로 넣어주세요(길드홍보포함) ?  방소개-(궁금하신분은 참고 b) -방규모가 큰만큼 철저히 관리하고 있습니다(600명대) ? 1.자료(계속해서 추가중)-원하시는자료 말하시면 구해용 아레나덱(종류,토핑),어둠-10-31공략,뉴비가이드,협력전관련자료,꾸미기팁,토벌전공략집,재고관리팁(왕국운영),조개갤러리 효율표, 쿠키하우스 효율표,생산테크,혼케타열쇠갯수,쿨타임정리표,쿠키배치순서,쿠키등급표,쿠키별토핑추천,실시간 마스터컷점수,다양한 뉴비에게 필요한 자료등등 있습니다. (매주 새로운 정보 등록중) ? 2.유형(어떤분이 있으실까?) 주의:아레나,대무역 랭커들,왕꾸장인,캎창들 유명 ? 업데이트하는날 질문아닌 대부분 잡담은 길토나 아레나 이야기라서 길토나 아레나 좋아하는사람 와주시면 좋겠습니다. 업데이트날 여기보다 재밌을 순 없다 길토아레나말고 왕꾸하시는분,길드 구하시거나 길드 홍보하시는분도 오십니다! 심지어 성우지망생이신분도 있습니다 ? 3.뉴비를 위한 질문(질문은 언제나 자유롭게자료뿐만 아니라 질문을 하시면 [상위 랭커분들이] 답변을 해드리고 있습니다. 새로운 쿠키가 나올때마다 랭커분들이 연구를 공유해주고 있습니다. {*계속 정보를 업데이트}*하고 있으니 [오래 같이 있으실분 와주세요.] 감사합니다.혹시 질문이 밀려서 답변을 받기 힘든경우 방장 갠톡 넣어주세요 ? 4.개인적으로 새로운 쿠키나오거나 새로운 연구, 컨텐츠, 업데이트, 사과보상등 채팅으로 이야기하니 재밌습니다! 아레나 랭커분들 덱보고 많이 배웁니다. 대부분 들어오는데 고민을 하였지만 막상 들어오고 많은걸 배운다는 후기도 많았습니다. 친구구하러 오시는분도 많습니다 ? ?5공카에사 이벤트나 보상이 있으면 실시간으로 전달하고, 대규모점검이 있으면 공지로 등록하여 확인하기 편하게 제공하고 있습니다. 또 다른 하나의 쿠키런 킹덤 카페입니다 ? ?"
